S&P 500 Index,"2,573.88",2017-10-30 13:40:26.416008
S&P 500 Index,"2,573.55",2017-10-30 15:02:41.180622
S&P 500 Index,"2,573.67",2017-10-30 15:04:53.774776
S&P 500 Index,"2,573.67",2017-10-30 15:05:09.276740
S&P 500 Index,"2,573.59",2017-10-30 15:07:54.450472
S&P 500 Index,"2,573.59",2017-10-30 15:08:09.083052
AT&T Chief Security Office,2017-10-30 15:20:07.982703
AT&T Chief Security Office,2017-10-30 15:20:32.649069
AT&T Chief Security Office,2017-10-30 15:21:03.420411
S&P 500 Index,2017-10-30 15:31:51.758507
S&P 500 Index,2017-10-30 15:32:08.816213
S&P 500 Index,2017-10-30 15:33:21.351507
S&P 500 Index,2017-10-30 15:34:06.520777
S&P 500 Index,"2,570.65",2017-10-30 15:34:15.983225
S&P 500 Index,"2,570.47",2017-10-30 15:34:38.840056
S&P 500 Index,"2,570.47",2017-10-30 15:34:55.329147
